College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
2661,Vivekanandha College of Technology for WomenSathinaickenpalayam  Elayampalayam VillageKumaramangalam  Namakkal District 637205,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,0,-35
2661,Vivekanandha College of Technology for WomenSathinaickenpalayam  Elayampalayam VillageKumaramangalam  Namakkal District 637205,IT,INFORMATION TECHNOLOGY,35,0,-35
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",AD,Artificial Intelligence and DataScience,0,41,41
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),27,41,14
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",CE,CIVIL  ENGINEERING,18,20,2
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",CS,COMPUTER SCIENCE ANDENGINEERING,54,63,9
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,53,63,10
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,41,14
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",IT,INFORMATION TECHNOLOGY,55,41,-14
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",ME,MECHANICAL ENGINEERING,35,41,6
2673,"Sree Sakthi Engineering College (Autonomous), 899/1& 898/2, Bettathapuram, Bilichi Village, Karamadai,Coimbatore-641104.",SC,Computer Science andEngineering (Cyber Security),27,40,13
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",AD,Artificial Intelligence and DataScience,35,49,14
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",AG,AGRICULTURE ENGINEERING,35,35,0
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",BM,BIO MEDICAL ENGINEERING,34,41,7
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",CS,COMPUTER SCIENCE ANDENGINEERING,35,49,14
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,19,1
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",IT,INFORMATION TECHNOLOGY,45,43,-2
2683,"Shreenivasa Engineering College, B.Pallipatti,Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",ME,MECHANICAL ENGINEERING,18,17,-1
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",AD,Artificial Intelligence and DataScience,102,140,38
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",AG,AGRICULTURE ENGINEERING,35,19,-16
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",AL,Artificial Intelligence andMachine Learning,70,71,1
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,BM,BIO MEDICAL ENGINEERING,40,0,-40
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",BT,BIO TECHNOLOGY,70,70,0
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,35,36,1
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,CD,COMPUTER SCIENCE ANDDESIGN,40,0,-40
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,CE,CIVIL  ENGINEERING,20,0,-20
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",CS,COMPUTER SCIENCE ANDENGINEERING,141,213,72
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,CT,COMPUTER TECHNOLOGY,35,0,-35
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,168,141,-27
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,82,47
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,35,36,1
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,FD,FOOD TECHNOLOGY,41,0,-41
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,FT,FASHION TECHNOLOGY,19,0,-19
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",IT,INFORMATION TECHNOLOGY,106,140,34
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",ME,MECHANICAL ENGINEERING,35,36,1
2702,"Bannari Amman Institute of Technology(Autonomous), Sathy-Bhavani Road, (State Highway),Alathukombai Post, Sathyamangalam (Taluk), ErodeDistrict-638401.",MZ,Mechatronics Engineering,37,35,-2
2702,Bannari Amman Institute of Technology (Autonomous)Sathyamanagalam  Erode District  638401,SE,Information Science andEngineering,43,0,-43
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",AD,Artificial Intelligence and DataScience,35,80,45
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,45,45
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",CE,CIVIL  ENGINEERING,24,23,-1
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",CS,COMPUTER SCIENCE ANDENGINEERING,69,76,7
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,34,35,1
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,22,23,1
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",EV,Electronics Engineering (VLSIDesign and Technology),0,49,49
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",IT,INFORMATION TECHNOLOGY,36,39,3
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",ME,MECHANICAL ENGINEERING,46,49,3
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",MZ,Mechatronics Engineering,19,40,21
2704,"Coimbatore Institute of Engineering and Technology(Autonomous), Vellimalaipattinam, NarasipuramPost, Thondamuthur Via, Coimbatore-641109.",SC,Computer Science andEngineering (Cyber Security),18,45,27
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",AD,Artificial Intelligence and DataScience,27,36,9
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,36,36
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",CE,CIVIL  ENGINEERING,13,19,6
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",CS,COMPUTER SCIENCE ANDENGINEERING,53,81,28
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,28,36,8
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,36,9
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",IT,INFORMATION TECHNOLOGY,27,36,9
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",ME,MECHANICAL ENGINEERING,27,36,9
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",SC,Computer Science andEngineering (Cyber Security),0,37,37
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",AD,Artificial Intelligence and DataScience,70,80,10
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),35,36,1
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",AU,AUTOMOBILE ENGINEERING,39,44,5
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",CE,CIVIL  ENGINEERING,45,51,6
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",CS,COMPUTER SCIENCE ANDENGINEERING,106,111,5
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",EA,Electronics and Communication(Advanced CommunicationTechnology),45,54,9
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,71,73,2
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,71,79,8
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",EV,Electronics Engineering (VLSIDesign and Technology),45,40,-5
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",IT,INFORMATION TECHNOLOGY,72,70,-2
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",ME,MECHANICAL ENGINEERING,34,46,12
2706,"Dr Mahalingam College of Engineering andTechnology (Autonomous), Mackkinaickenpatti Post,Udumalai Road, Pollachi, Coimbatore-642003.",SC,Computer Science andEngineering (Cyber Security),35,35,0
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",AD,Artificial Intelligence and DataScience,70,105,35
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",AG,AGRICULTURE ENGINEERING,44,54,10
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,44,44
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",BM,BIO MEDICAL ENGINEERING,44,108,64
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",BT,BIO TECHNOLOGY,45,55,10
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",CD,COMPUTER SCIENCE ANDDESIGN,41,55,14
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",CE,CIVIL  ENGINEERING,18,28,10
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",CH,CHEMICAL  ENGINEERING,67,81,14
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",CJ,M.Tech. Computer Science andEngineering (Integrated 5years),49,54,5
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",CS,COMPUTER SCIENCE ANDENGINEERING,70,136,66
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,90,108,18
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,46,55,9
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,22,28,6
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",IT,INFORMATION TECHNOLOGY,89,91,2
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",ME,MECHANICAL ENGINEERING,49,54,5
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",RM,ROBOTICS AND AUTOMATION,23,26,3
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",SC,Computer Science andEngineering (Cyber Security),0,50,50
2707,"Erode Sengunthar Engineering College (Autonomous),Thudupathi, Perundurai (Tk), Erode District-638057.",XM,MECHANICAL ENGINEERING(TAMIL MEDIUM),40,55,15
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",AE,AERONAUTICAL ENGINEERING,34,36,2
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",AG,AGRICULTURE ENGINEERING,35,35,0
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",AL,Artificial Intelligence andMachine Learning,35,36,1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",AU,AUTOMOBILE ENGINEERING,35,36,1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",BM,BIO MEDICAL ENGINEERING,35,37,2
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",CE,CIVIL  ENGINEERING,35,35,0
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",CH,CHEMICAL  ENGINEERING,35,35,0
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",CS,COMPUTER SCIENCE ANDENGINEERING,107,106,-1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,70,71,1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,36,35,-1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,18,16,-2
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",FD,FOOD TECHNOLOGY,36,35,-1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",IT,INFORMATION TECHNOLOGY,71,70,-1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",ME,MECHANICAL ENGINEERING,71,70,-1
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",MZ,Mechatronics Engineering,70,70,0
2708,"Hindusthan College of Engineering andTechnology(Autonomous), OthakkalmandapamVillage, Coimbatore South Taluk, Coimbatore District-641032.",SC,Computer Science andEngineering (Cyber Security),0,36,36
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,AU,AUTOMOBILE ENGINEERING,36,35,-1
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,CE,CIVIL  ENGINEERING,35,35,0
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,CS,COMPUTER SCIENCE ANDENGINEERING,33,35,2
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,34,35,1
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,36,1
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,IT,INFORMATION TECHNOLOGY,35,35,0
2709,Government College of Engineering (FormerlyInstitute of Road and Transport Technology)  VasaviCollege Post  Erode District 638316,ME,MECHANICAL ENGINEERING,35,36,1
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",AD,Artificial Intelligence and DataScience,54,82,28
2710,Karpagam College of Engineering (Autonomous)Othakkalmandapam  Coimbatore District 641032,CD,COMPUTER SCIENCE ANDDESIGN,28,0,-28
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",CE,CIVIL  ENGINEERING,32,33,1
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",CS,COMPUTER SCIENCE ANDENGINEERING,80,81,1
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,81,81,0
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,55,55,0
2710,Karpagam College of Engineering (Autonomous)Othakkalmandapam  Coimbatore District 641032,ET,ELECTRONICS ANDTELECOMMUNICATIONENGINEERING,27,0,-27
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",EV,Electronics Engineering (VLSIDesign and Technology),0,27,27
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",IT,INFORMATION TECHNOLOGY,54,81,27
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",ME,MECHANICAL ENGINEERING,55,55,0
2710,"Karpagam College of Engineering (Autonomous),S.F.No.758,759,760 Othakkal Mandapam,Coimbatore -641032.",SC,Computer Science andEngineering (Cyber Security),28,27,-1
2710,Karpagam College of Engineering (Autonomous)Othakkalmandapam  Coimbatore District 641032,TS,Computer Science andTechnology,27,0,-27
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",AD,Artificial Intelligence and DataScience,105,105,0
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",AL,Artificial Intelligence andMachine Learning,71,36,-35
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",AU,AUTOMOBILE ENGINEERING,18,20,2
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",CD,COMPUTER SCIENCE ANDDESIGN,105,87,-18
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",CE,CIVIL  ENGINEERING,35,36,1
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",CH,CHEMICAL  ENGINEERING,35,42,7
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",CS,COMPUTER SCIENCE ANDENGINEERING,142,223,81
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,140,166,26
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,70,71,1
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,70,70,0
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",FD,FOOD TECHNOLOGY,35,36,1
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",IT,INFORMATION TECHNOLOGY,107,109,2
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",ME,MECHANICAL ENGINEERING,34,36,2
2711,"Kongu Engineering College (Autonomous), PerunduraiRailway Station Road,Thoppupalayam,Perundurai,Erode-638052.",MZ,Mechatronics Engineering,70,70,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",AD,Artificial Intelligence and DataScience,69,70,1
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",AE,AERONAUTICAL ENGINEERING,41,41,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",AU,AUTOMOBILE ENGINEERING,44,35,-9
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",BT,BIO TECHNOLOGY,41,41,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",CE,CIVIL  ENGINEERING,81,71,-10
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",CS,COMPUTER SCIENCE ANDENGINEERING,104,177,73
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,123,123,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,81,80,-1
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,40,40,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",FT,FASHION TECHNOLOGY,35,36,1
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",IT,INFORMATION TECHNOLOGY,68,76,8
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",ME,MECHANICAL ENGINEERING,71,70,-1
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",MZ,Mechatronics Engineering,41,41,0
2712,"Kumaraguru College of Technology (Autonomous),Chinnavedampatti, Coimbatore-641049.",TX,TEXTILE TECHNOLOGY,40,18,-22
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",CE,CIVIL  ENGINEERING,18,19,1
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",CS,COMPUTER SCIENCE ANDENGINEERING,46,49,3
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,44,45,1
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,36,36,0
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",IT,INFORMATION TECHNOLOGY,50,45,-5
2713,"M.P.Nachimuthu M.Jaganathan Engineering College,Chennimalai, Erode-638112.",ME,MECHANICAL ENGINEERING,36,37,1
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",AD,Artificial Intelligence and DataScience,36,70,34
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",AG,AGRICULTURE ENGINEERING,49,49,0
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",BM,BIO MEDICAL ENGINEERING,42,40,-2
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",CE,CIVIL  ENGINEERING,24,28,4
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",CH,CHEMICAL  ENGINEERING,22,23,1
2715,"Nandha Engineering College (Autonomous), 28,Chennimalaipalayam Road, Pitchandampalayam Post,Erode-638052.",CI,Computer Science andEngineering (Internet of Things),35,35,0
